property_name,data_center_it_site_energy,district_steam_use_kbtu,alert_energy_meter_has,estimated_data_flag_1,wastewater_treatment_plant,estimated_data_flag_fuel_2,direct_ghg_emissions_metric,address_1,data_center_pdu_output_meter,food_sales_gross_floor_area,primary_property_type,number_of_active_energy_meters_2,hospital_general_medical_9,longitude,percent_of_total_electricity,green_power_onsite_and_offsite,egrid_output_emissions_rate,electricity_use_grid_purchase_1,distribution_center_gross,generation_date,college_university_gross,community_board,reason_s_for_no_score,energy_star_certification_2,latitude,wholesale_club_supercenter,alert_energy_meter_has_gaps,office_percent_that_can_be_1,council_district,default_values,nta,data_center_ups_system,weather_normalized_site,natural_gas_use_therms,supermarket_grocery_number_1,indirect_ghg_emissions,medical_office_weekly,third_party_certification_1,multifamily_housing_number_3,electricity_use_grid_purchase_2,national_median_source_eui,weather_normalized_site_3,multifamily_housing_number_5,construction_status,largest_property_use_type_1,last_modified_date_electric,target_energy_star_score,automobile_dealership_gross,property_notes,ambulatory_surgical_center,manufacturing_industrial,data_center_pue,estimated_data_flag_natural,weather_normalized_site_1,office_number_of_computers,avoided_emissions_offsite,data_center_national_median,postal_code,parking_completely_enclosed,annual_maximum_demand_kw,estimated_data_flag,census_tract,movie_theater_gross_floor,hotel_gym_fitness_center,supermarket_grocery_number,diesel_2_use_kbtu,social_meeting_hall_gross,electricity_use_generated_1,restaurant_gross_floor_area,financial_office_gross_floor,multifamily_housing_number_1,financial_office_number_of_1,office_weekly_operating_hours,_2nd_largest_property_use,outpatient_rehabilitation,municipally_supplied_potable_3
SW - 80 Bennett Ave,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,291.6,80 Bennett Avenue,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.935488,Not Available,0,84.5,312406.4,Not Available,2022-09-26T00:00:00.000,Not Available,112.0,Not Available,Not Available,40.852806,Not Available,Ok,Not Available,10.0,No,Washington Heights North,Not Available,4.2,54898.25239,Not Available,1.3,Not Available,Not Available,6,312406.5,119.6,301750.3,0,Existing,71661.0,03/07/2022 03:23 PM EST,Not Available,Not Available,1-02180-0173,Not Available,Not Available,Not Available,No,0.8,Not Available,0,Not Available,10033,3750,Not Available,No,271.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.28382,Not Available,Not Available,Parking,Not Available,Not Available
Stellar - 220 Fifth Avenue,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,503.2,220 Fifth Avenue,Not Available,Not Available,Office,0,Not Available,-73.988091,Not Available,0,84.5,1178216,Not Available,2022-09-26T00:00:00.000,Not Available,105.0,Not Available,Not Available,40.74361,Not Available,Ok,100,2.0,No,Hudson Yards-Chelsea-Flatiron-Union Square,Not Available,7.8,8915.368251,Not Available,2.3,Not Available,Not Available,Not Available,1178216,189.5,1178216,Not Available,Existing,140960.0,05/20/2022 08:15 PM EDT,65,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.1,282,0,Not Available,10001,Not Available,Not Available,No,58.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,65,Retail Store,Not Available,Not Available
1100 Concourse Owners Corp.,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,396.7,1100 Grand Concourse,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.919753,Not Available,0,84.5,305324.6,Not Available,2022-09-22T00:00:00.000,Not Available,204.0,Not Available,Not Available,40.832087,Not Available,Ok,Not Available,16.0,Yes,East Concourse-Concourse Village,Not Available,2.7,74691.04883,Not Available,0.8,Not Available,Not Available,8,305324.6,120.3,290655.8,0,Existing,107841.0,07/14/2022 11:44 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.8,Not Available,0,Not Available,10456,Not Available,Not Available,No,18102.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.40002,Not Available,Not Available,Not Available,Not Available,Not Available
Stellar - 1061 St. Nicholas Ave,Not Available,Not Available,Ok,Not Available,Not Available,No,284.2,1061 St. Nicholas Avenue,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.94006,Not Available,0,84.5,251232.7,Not Available,2022-09-26T00:00:00.000,Not Available,112.0,Not Available,Not Available,40.837333,Not Available,Ok,Not Available,7.0,No,Washington Heights South,Not Available,4.7,53504.82864,Not Available,1.4,Not Available,Not Available,1,251232.8,145.7,247121,0,Existing,52428.0,03/07/2022 03:43 PM EST,Not Available,Not Available,1-02122-0120,Not Available,Not Available,Not Available,No,1.1,Not Available,0,Not Available,10032,Not Available,Not Available,No,245.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.42237,Not Available,Not Available,Not Available,Not Available,Not Available
Progressive - 1101 Forbell Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,105.2,1101 Forbell Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.861,Not Available,0,84.5,225748.1,Not Available,2022-09-22T00:00:00.000,Not Available,305.0,Not Available,Not Available,40.662208,Not Available,Ok,Not Available,42.0,No,East New York,Not Available,6,19802.00019,Not Available,1.7,Not Available,Not Available,Not Available,225748.1,115.2,224949.1,0,Existing,37765.0,05/24/2022 03:46 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.6,Not Available,0,Not Available,11208,Not Available,Not Available,No,1220.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.90653,Not Available,Not Available,Not Available,Not Available,Not Available
Stellar - 118-28 Vermilyea Ave,Not Available,Not Available,Ok,Not Available,Not Available,No,317.5,118-28 Vermilyea Avenue,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.921526,Not Available,0,84.5,548929.7,Not Available,2022-09-26T00:00:00.000,Not Available,112.0,Not Available,Not Available,40.866433,Not Available,Ok,100,10.0,Yes,Marble Hill-Inwood,Not Available,8.4,59785.49644,Not Available,2.6,Not Available,Not Available,0,548929.8,119.2,515544.2,0,Existing,58198.0,04/10/2022 03:25 PM EDT,Not Available,Not Available,1-02235-0029,Not Available,Not Available,Not Available,No,1,6.28,0,Not Available,10034,Not Available,Not Available,No,293.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.13406,Not Available,65,Office,Not Available,Not Available
(6022)-(NG) 9410 59 AVE,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,20,9410 59 AVE,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.866473,Not Available,Not Available,84.5,Not Available,Not Available,2022-09-23T00:00:00.000,Not Available,404.0,Not Available,Not Available,40.734926,Not Available,Ok,Not Available,25.0,Yes,Elmhurst,Not Available,Not Available,3768.000417,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,106.5,Not Available,0,Existing,368854.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,11373,Not Available,Not Available,Not Available,683.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,Not Available,Not Available
DEPM 1704 - 257 Central Park West,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,255.6,257 Central Park West,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.969508,Not Available,0,84.5,982103.6,Not Available,2022-09-22T00:00:00.000,Not Available,107.0,Not Available,Not Available,40.785074,Not Available,Ok,Not Available,6.0,No,Upper West Side,Not Available,6.4,48130.60916,Not Available,1.9,Not Available,Not Available,Not Available,982103.7,128.3,949074.8,0.40437,Existing,148380.0,04/16/2022 11:10 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.4,Not Available,0,Not Available,10024,Not Available,Not Available,No,169.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.2131,Not Available,Not Available,Not Available,Not Available,Not Available
AKAM - 455 Central Park West,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,563.7,455 Central Park West,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.960115,Not Available,0,84.5,2244722.4,Not Available,2022-09-22T00:00:00.000,Not Available,107.0,Not Available,Not Available,40.797939,Not Available,Ok,Not Available,7.0,Yes,Upper West Side,Not Available,10.2,106134.6405,Not Available,3.0,Not Available,Not Available,Not Available,2244723,111.5,2193876.7,0.46651,Existing,214358.0,05/25/2022 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.5,Not Available,0,Not Available,10025,15736,Not Available,No,189.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.93302,Not Available,Not Available,Parking,Not Available,Not Available
AKAM - 212-03 75th Avenue,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,777.4,212-03 75th Avenue,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.760814,Not Available,0,84.5,855915.2,Not Available,2022-09-22T00:00:00.000,Not Available,411.0,Not Available,Not Available,40.73778,Not Available,Ok,Not Available,23.0,No,Oakland Gardens,Not Available,3.4,146360.5312,Not Available,1.0,Not Available,Not Available,0,855915.3,117.2,832016,0,Existing,243396.0,05/25/2022 11:58 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.7,Not Available,0,Not Available,11364,Not Available,Not Available,No,129103.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.1093,Not Available,Not Available,Not Available,Not Available,Not Available
Stellar - 752 West End Ave,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,544.5,752 West End Avenue,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.972895,Not Available,0,84.5,1307762.8,Not Available,2022-09-26T00:00:00.000,Not Available,107.0,Not Available,Not Available,40.795667,Not Available,Ok,Not Available,6.0,Yes,Upper West Side,Not Available,6.3,102514.3553,Not Available,1.8,Not Available,Not Available,46,1307763,122.2,1307762.8,1.03587,Existing,190178.0,03/07/2022 07:27 PM EST,70,Not Available,1-01868-0061,Not Available,Not Available,Not Available,No,0.5,Not Available,0,Not Available,10025,Not Available,Not Available,No,183.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.34085,Not Available,Not Available,Retail Store,Not Available,Not Available
Progressive - 710 Dumont Avenue,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,321.4,710 Dumont Avenue,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.892383,Not Available,0,84.5,563625.6,Not Available,2022-09-22T00:00:00.000,Not Available,305.0,Not Available,Not Available,40.666595,Not Available,Ok,Not Available,42.0,No,East New York (Pennsylvania Ave),Not Available,4.3,60510.00253,Not Available,1.3,Not Available,Not Available,Not Available,563625.6,102.6,558282.7,0,Existing,129651.0,03/03/2022 07:46 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.5,Not Available,0,Not Available,11207,Not Available,Not Available,No,1126.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.90242,Not Available,Not Available,Not Available,Not Available,Not Available
Storage Garage,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,0,127-92 Garage Willets Point Boulevard,Not Available,Not Available,Non-Refrigerated Warehouse,0,Not Available,,Not Available,0,84.5,664302.5,Not Available,2022-09-23T00:00:00.000,Not Available,,Not Available,Not Available,,Not Available,Ok,Not Available,,No,,Not Available,337.3,Not Available,Not Available,95.8,Not Available,Not Available,Not Available,664302.6,92.3,674563.6,Not Available,Existing,2000.0,09/21/2022 05:04 PM EDT,Not Available,Not Available,Shared Electric with other buildings on Lot,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,11368,Not Available,Not Available,No,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
AKAM - 102 West 85th Street,Not Available,Not Available,Ok,Not Available,Not Available,No,350,102 West 85th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.973144,Not Available,0,84.5,274194.8,Not Available,2022-09-22T00:00:00.000,Not Available,107.0,Not Available,Not Available,40.785995,Not Available,Ok,Not Available,6.0,No,Upper West Side,Not Available,4.1,1115.939402,Not Available,1.2,Not Available,Not Available,0,274194.9,131.4,263659.7,1.41241,Existing,64429.0,03/07/2022 07:19 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,0,Not Available,10024,Not Available,Not Available,No,169.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.41241,Not Available,Not Available,Not Available,Not Available,Not Available
AKAM - 322 East 57th Street,Not Available,4471473.5,Ok,Not Available,Not Available,Not Available,59.3,322 East 57th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.964272,Not Available,0,84.5,859428.5,Not Available,2022-09-22T00:00:00.000,Not Available,106.0,Not Available,Not Available,40.758869,Not Available,Ok,Not Available,5.0,No,Turtle Bay-East Midtown,Not Available,8.7,11162.97609,Not Available,5.6,Not Available,Not Available,7,859428.6,100.5,846058.9,0.23798,Existing,88241.0,03/07/2022 07:10 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.1,Not Available,0,Not Available,10022,Not Available,Not Available,No,108.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9288,Not Available,0.49863,Not Available,Not Available,Restaurant,Not Available,Not Available
DEPM 2566 - 135 West 52nd Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,358.9,135 West 52nd Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.980883,Not Available,0,84.5,2473071.8,Not Available,2022-09-22T00:00:00.000,Not Available,105.0,Not Available,Not Available,40.761736,Not Available,Ok,Not Available,4.0,No,Midtown-Midtown South,Not Available,8.4,67564.73413,Not Available,2.4,Not Available,Not Available,0,2473072,119,2473071.8,0.67671,Existing,295546.0,03/07/2022 04:18 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,0,Not Available,10019,Not Available,Not Available,No,131.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.35343,Not Available,Not Available,Not Available,Not Available,Not Available
AKAM - 34-21 78th Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,234.8,34-21 78th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.888635,Not Available,0,84.5,203112.3,Not Available,2022-09-22T00:00:00.000,Not Available,403.0,Not Available,Not Available,40.752744,Not Available,Ok,Not Available,25.0,No,Jackson Heights,Not Available,2.6,44210.99762,Not Available,0.8,Not Available,Not Available,0,203112.3,102.3,194850.3,0,Existing,75833.0,05/20/2022 07:13 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.6,Not Available,0,Not Available,11372,Not Available,Not Available,No,285.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.79121,Not Available,Not Available,Not Available,Not Available,Not Available
SW - 134 West 58th Street,Not Available,Not Available,Ok,Not Available,Not Available,No,246.7,134 West 58th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.977827,Not Available,0,84.5,247441.8,Not Available,2022-09-26T00:00:00.000,Not Available,105.0,Not Available,Not Available,40.765462,Not Available,Ok,Not Available,4.0,No,Midtown-Midtown South,Not Available,4,46446.3062,Not Available,1.1,Not Available,Not Available,Not Available,247441.9,155.6,247441.8,1.92926,Existing,62200.0,03/07/2022 11:13 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.8,Not Available,0,Not Available,10019,Not Available,Not Available,No,137.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.92926,Not Available,Not Available,Not Available,Not Available,Not Available
