avoided_emissions_onsite,data_center_ups_output_meter,multifamily_housing_number_4,financial_office_number_of_1,energy_power_station_gross,fuel_oil_2_use_kbtu,third_party_certification_1,data_center_it_site_energy,hotel_percent_that_can_be,non_refrigerated_warehouse,convenience_store_with_gas,water_use_all_water_sources,courthouse_gross_floor_area,count_of_buildings,data_quality_checker_run,national_median_energy_star,office_number_of_workers,temporary_values,mailing_center_post_office,senior_care_community_living,supermarket_grocery_number,wholesale_club_supercenter,latitude,data_center_pdu_input_meter,multifamily_housing_number_5,avoided_emissions_offsite,retail_store_open_or_closed,address_2,water_current_date,percent_of_recs_retained,energy_star_certification,retail_store_walk_in,alert_property_has_no_uses,multifamily_housing_number_6,office_computer_density_number,electricity_use_generated,third_party_certification_2,municipally_supplied_potable,hospital_general_medical_10,_3rd_largest_property_use_1,convenience_store_with_gas_1,retail_store_gross_floor,source_energy_use_adjusted,restaurant_weekly_operating,laboratory_gross_floor_area,hotel_room_density_number,office_number_of_computers,repair_services_vehicle_shoe,financial_office_number_of,city,multifamily_housing_gross,estimated_data_flag_1,property_gfa_calculated_2,leed_us_project_id,multifamily_housing_number_1,multifamily_housing_percent_1,_2nd_largest_property_use,propane_use_kbtu,multifamily_housing_number_3,estimated_values_water,green_power_offsite_kwh,weather_normalized_site_energy,third_party_certification,alert_individual_monthly,nyc_building_identification,hospital_general_medical_9,borough,default_values,primary_property_type_self,data_center_ups_system,alert_meter_has_less_than,hospital_general_medical_4,financial_office_gross_floor,property_name-hospital_general_medical_17
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.700703,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15193207.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),0,5358239,Not Available,Not Available,3335307,Not Available,BROOKLYN,Yes,K-12 School,Not Available,Not Available,Not Available,Not Available,Central UTA: 762 Wythe-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3312.4,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.699958,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,16,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8255082.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,64150,Not Available,Not Available,Not Available,24,100,Not Available,Not Available,0.93531,No,0,4541536.3,Not Available,Ok,3061385,Not Available,BROOKLYN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,200 Wallabout-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,,Not Available,0,0,Not Available,2583 Francis Lewis Blvd,02/29/2016,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13817055.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Flushing,69000,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,0,No,0,7545490.2,Not Available,Ok,4440851;4440854;4440852;4440853;4440855;4440856;4440839;4440849;4440850,Not Available,,No,Multifamily Housing,Not Available,Possible Issue,Not Available,Not Available,Bay Terrace Co OP 4-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,108.43,No,Not Available,Not Available,Not Available,Not Available,40.748183,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14944922.8,Not Available,Not Available,Not Available,94.29,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bank Branch,Not Available,Not Available,Unable to Check (not enough data),0,5993738.6,Not Available,Not Available,1017096,Not Available,MANHATTAN,Yes,Office,Not Available,Not Available,Not Available,Not Available,349 Fifth Avenue-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3073.4,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.584504,Not Available,Not Available,0,Not Available,Not Available,06/30/2017,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,Not Available,Not Available,10224,Not Available,Not Available,Not Available,Parking,Not Available,Not Available,No,0,12094021.8,Not Available,Not Available,3423929,Not Available,BROOKLYN,No,Fitness Center/Health Club/Gym,Not Available,Not Available,Not Available,Not Available,Brooklyn Tennis & Sports Club-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5670.2,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.751714,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,126,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1014825.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,90000,Not Available,Not Available,Not Available,Not Available,10,Not Available,Not Available,1.4,No,0,323192.9,Not Available,Ok,4029199,Not Available,QUEENS,Yes,Multifamily Housing,Not Available,Ok,Not Available,Not Available,81-05 Tenants LTD-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,200,No,Not Available,Not Available,Not Available,Not Available,40.766689,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,2.04918,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,38160270.1,Not Available,Not Available,Not Available,250,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),0,16436504.2,Not Available,Ok,1027141,Not Available,MANHATTAN,No,Office,Not Available,Ok,Not Available,Not Available,609 West 51st Street-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2330.2,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.783473,Not Available,0,0,Not Available,Not Available,01/31/2017,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4241624.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,70000,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,1.4,No,0,4274225.2,Not Available,Ok,Not Available,Not Available,MANHATTAN,Yes,Multifamily Housing,Not Available,Ok,Not Available,Not Available,Park Columbus-Not Available
Not Available,Not Available,26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.741434,Not Available,0.25245,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,102991,Not Available,Not Available,Not Available,0,100,Not Available,Not Available,0.11652,Unable to Check (not enough data),0,5475353.9,Not Available,Not Available,1086198,Not Available,MANHATTAN,No,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,J&C Lamb Management Corp : 224 W 18th St-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,5828,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.751916,Not Available,Not Available,0,Not Available,Not Available,04/30/2017,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20825926,Not Available,Not Available,1.47531,Not Available,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,9936407.6,Not Available,Ok,1080469,Not Available,MANHATTAN,No,Hotel,Not Available,Ok,Not Available,Not Available,FFIS-NY/Penn Station-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.828409,Not Available,0,0,Not Available,Not Available,12/31/2012,Not Available,Not Available,Not Available,Ok,63,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11522700.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,84240,Not Available,Not Available,Not Available,16,100,Not Available,Not Available,0.74786,No,0,9012415,Not Available,Ok,2026053,Not Available,BRONX,No,Multifamily Housing,Not Available,Possible Issue,Not Available,Not Available,Rraci: 2039 Blackrock Ave-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,280.46,No,Not Available,Not Available,Not Available,Not Available,40.764308,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24564653.1,Not Available,Not Available,Not Available,243.88,Not Available,Not Available,New york,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Other,Not Available,Not Available,Unable to Check (not enough data),0,Not Available,Not Available,Not Available,1024842,Not Available,MANHATTAN,Yes,Office,Not Available,Not Available,Not Available,Not Available,250 West 54th Street-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.0,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.675095,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,1157,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,80459871.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,838000,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,2.18138,Unable to Check (not enough data),0,29243624.4,Not Available,Ok,3257063;3257064;3324598;3324599;3324600;3324601;3324602;3324603;3331187;3331188;3331195;3331196;3331197;3331198;3331199;3331200,Not Available,BROOKLYN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,KINGSBOROUGH-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.816023,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2221261,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NY,16576,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.40022,Unable to Check (not enough data),0,1994625.4,Not Available,Ok,1059718,Not Available,MANHATTAN,Yes,Multifamily Housing,Not Available,Ok,Not Available,Not Available,566 West 126th Street LLC 16576-Not Available
Not Available,Not Available,974,Not Available,Not Available,8828550.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8.0,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.670245,Not Available,0.98285,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,196961158.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,991000,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,1.82946,Unable to Check (not enough data),0,143468817.2,Not Available,Ok,3080766;3326947;3326948;3326949;3084013;3327013;3327014;3327015,Not Available,BROOKLYN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,LOW HOUSES/GLENMORE PLAZA CAMPUS-Not Available
