dbn,p_q4d_5,p_q5a,p_q2d_5,p_q1_7,p_q4c_3,p_q3c_4,p_q8e_2,p_q8b_4,p_q2i_5,p_q12ad,n_t,p_q4b_2,p_q4e_2,p_q11e_3,p_q11c_2,p_q11c,p_q11a,p_q2f_1,p_q9_10,p_q3d_2,p_q2e_4,p_q6_3,p_q7c_5,p_q8c_3,p_q8c_4,p_q8f,p_q2c_4,p_q3d_4,p_q1_9,p_q7b_1,p_q7d_4,p_q4b,p_q11e_2,p_q5,p_q12ab_1,p_q12aa_4,p_q5i,p_q2b_4,p_q8f_3,p_q4b_3,p_q3b_3,p_q2h_5,p_q11c_3,p_q10j,eng_tot_10,p_q2d,p_q2c_2,saf_t_10,p_q12aa_5,p_q11b_2,nr_s,p_q4c_4,p_q12ac,p_q12aa_2,p_q5f,p_q8f_4,p_q4b_1,p_q2f_4,principal,p_q4d_1,p_q3a_3,p_q2c,p_q4c,p_q11b_3,p_q3a_2,p_q11a_4,p_q9_1,p_q7a_4,p_q11e_4,p_q2d_2,studentsurvey,p_q2h_4,p_q11b_4,p_q8d_2,p_q7a,p_q7c_3,p_q2f,com_s_10,p_q11c_4,p_q7b_5,rr_s,p_q3a_4,p_q8a_4,p_q2b_5,p_q5c,p_q9_6,p_q12aa_1,p_q11a_2,p_q1_5,p_q9_4,p_q4d_4,saf_s_10,p_q3a,p_q3c_5,p_q7a_1,p_q8a_5,p_q4a_3,p_q11f_3,p_q12bd,p_q10e,p_q7d_3,p_q4a
10X396,4.0,76.0,2.0,0.0,1.0,2.0,3.0,2.0,6.0,,42.0,40.0,,3.0,44.0,8.4,8.6,55.0,1.0,32.0,1.0,8.0,2.0,1.0,1.0,9.8,1.0,3.0,0.0,53.0,3.0,8.7,44.0,9.1,28.0,1.0,11.0,2.0,1.0,4.0,10.0,0.0,3.0,51.0,8.3,8.6,42.0,8.3,29.0,41.0,,2.0,,37.0,17.0,1.0,56.0,1.0,Lawrence Wright,53.0,10.0,8.3,8.7,4.0,31.0,1.0,4.0,1.0,0.0,38.0,No,2.0,1.0,6.0,8.8,3.0,8.4,,0.0,1.0,,3.0,1.0,0.0,13.0,12.0,27.0,35.0,16.0,10.0,1.0,,8.5,3.0,53.0,20.0,1.0,3.0,,5.0,2.0,8.8
09X117,3.0,24.0,0.0,1.0,6.0,4.0,2.0,2.0,6.0,,67.0,52.0,,7.0,46.0,7.9,8.1,53.0,1.0,29.0,0.0,9.0,7.0,1.0,1.0,8.1,1.0,10.0,39.0,35.0,2.0,8.2,50.0,7.4,23.0,1.0,23.0,2.0,4.0,4.0,11.0,2.0,7.0,58.0,7.0,8.5,50.0,6.5,17.0,58.0,773.0,1.0,,52.0,24.0,5.0,42.0,1.0,Delise Jones,40.0,16.0,8.0,8.2,5.0,34.0,1.0,12.0,1.0,1.0,40.0,Yes,1.0,2.0,15.0,7.7,2.0,8.4,5.3,1.0,2.0,92.0,5.0,13.0,1.0,9.0,5.0,22.0,47.0,0.0,8.0,2.0,5.8,7.0,11.0,32.0,27.0,2.0,5.0,,9.0,3.0,8.3
10X284,12.0,17.0,3.0,0.0,6.0,16.0,8.0,2.0,2.0,,21.0,42.0,37.0,9.0,48.0,7.4,7.9,59.0,1.0,27.0,2.0,10.0,8.0,1.0,1.0,8.5,1.0,15.0,0.0,35.0,3.0,8.0,55.0,6.9,20.0,2.0,21.0,1.0,0.0,4.0,23.0,0.0,13.0,47.0,7.1,8.5,53.0,7.4,25.0,52.0,394.0,4.0,,43.0,22.0,6.0,46.0,4.0,Evan Schwartz,45.0,25.0,7.8,7.8,6.0,29.0,0.0,7.0,3.0,1.0,41.0,Yes,6.0,1.0,16.0,7.9,3.0,8.2,5.8,2.0,5.0,80.0,10.0,2.0,1.0,4.0,12.0,23.0,51.0,0.0,7.0,1.0,6.6,6.3,6.0,38.0,35.0,1.0,6.0,,7.0,3.0,8.5
03M245,3.0,78.0,1.0,1.0,8.0,1.0,1.0,0.0,6.0,,19.0,40.0,,7.0,39.0,8.4,8.6,78.0,3.0,22.0,1.0,8.0,9.0,1.0,0.0,9.9,0.0,16.0,36.0,52.0,0.0,8.5,53.0,9.2,7.0,9.0,36.0,1.0,0.0,5.0,10.0,3.0,3.0,42.0,8.1,9.1,39.0,8.8,39.0,51.0,394.0,1.0,,24.0,70.0,0.0,53.0,1.0,Henry Zymeck,55.0,15.0,8.3,8.1,7.0,17.0,0.0,3.0,0.0,0.0,26.0,Yes,3.0,0.0,24.0,9.0,2.0,9.2,6.8,1.0,2.0,90.0,5.0,3.0,0.0,5.0,5.0,9.0,39.0,0.0,10.0,1.0,7.6,8.3,1.0,63.0,15.0,3.0,2.0,,35.0,4.0,8.6
12X682,1.0,40.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,,29.0,22.0,17.0,1.0,24.0,9.1,9.2,76.0,0.0,42.0,0.0,3.0,3.0,1.0,0.0,9.7,0.0,4.0,1.0,80.0,1.0,9.4,26.0,8.1,25.0,0.0,33.0,0.0,1.0,0.0,38.0,0.0,2.0,24.0,7.9,9.1,43.0,8.4,16.0,26.0,486.0,0.0,,51.0,39.0,1.0,78.0,0.0,Nancy Mann,75.0,26.0,8.6,9.4,1.0,41.0,0.0,2.0,0.0,1.0,26.0,Yes,1.0,1.0,9.0,9.3,2.0,9.2,6.0,0.0,1.0,73.0,2.0,1.0,0.0,2.0,3.0,29.0,22.0,0.0,8.0,1.0,6.7,7.5,1.0,73.0,16.0,2.0,1.0,,2.0,1.0,9.4
08X366,4.0,27.0,1.0,0.0,5.0,6.0,17.0,1.0,1.0,,30.0,44.0,,7.0,50.0,7.8,8.1,57.0,0.0,35.0,0.0,7.0,5.0,1.0,1.0,8.7,1.0,7.0,38.0,41.0,1.0,8.3,50.0,7.8,18.0,2.0,27.0,2.0,2.0,6.0,19.0,4.0,5.0,35.0,6.9,8.7,46.0,5.8,18.0,52.0,376.0,1.0,,45.0,37.0,1.0,47.0,1.0,CAMERON BERUBE,46.0,19.0,8.3,8.2,4.0,34.0,1.0,9.0,1.0,1.0,33.0,Yes,2.0,0.0,17.0,7.9,9.0,8.5,6.6,2.0,1.0,76.0,4.0,7.0,0.0,21.0,10.0,23.0,47.0,0.0,17.0,1.0,6.4,7.3,6.0,37.0,19.0,4.0,6.0,,6.0,5.0,8.5
17K352,3.0,40.0,1.0,0.0,3.0,7.0,11.0,1.0,3.0,,15.0,59.0,,3.0,62.0,7.7,7.9,40.0,0.0,56.0,0.0,18.0,5.0,2.0,1.0,8.6,0.0,6.0,33.0,48.0,0.0,8.1,70.0,9.1,8.0,2.0,44.0,1.0,1.0,3.0,10.0,2.0,2.0,61.0,6.9,8.2,60.0,5.8,41.0,65.0,415.0,2.0,,39.0,62.0,2.0,35.0,0.0,Margie Baker,28.0,11.0,7.7,8.1,2.0,58.0,1.0,2.0,1.0,0.0,51.0,Yes,2.0,1.0,45.0,8.1,4.0,7.9,5.9,1.0,3.0,85.0,3.0,10.0,0.0,29.0,4.0,15.0,59.0,0.0,7.0,1.0,6.1,7.1,8.0,41.0,13.0,1.0,3.0,,20.0,3.0,8.2
10X503,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,,16.0,52.0,50.0,5.0,62.0,7.3,7.6,21.0,0.0,21.0,6.0,5.0,11.0,5.0,0.0,8.3,0.0,26.0,0.0,30.0,0.0,7.4,65.0,6.1,19.0,0.0,10.0,5.0,10.0,5.0,15.0,0.0,10.0,57.0,7.4,8.1,67.0,8.0,17.0,55.0,176.0,5.0,,50.0,10.0,0.0,29.0,11.0,,35.0,25.0,7.8,7.6,5.0,35.0,0.0,6.0,5.0,5.0,57.0,Yes,5.0,5.0,10.0,7.5,11.0,6.7,6.5,0.0,5.0,35.0,0.0,0.0,0.0,10.0,6.0,28.0,43.0,0.0,6.0,5.0,7.9,5.9,20.0,33.0,33.0,0.0,10.0,,19.0,0.0,7.9
06M325,2.0,41.0,0.0,16.0,1.0,6.0,1.0,3.0,6.0,,24.0,39.0,,5.0,41.0,8.0,8.8,62.0,0.0,24.0,1.0,5.0,4.0,1.0,2.0,9.9,1.0,8.0,0.0,55.0,1.0,8.5,44.0,7.4,31.0,3.0,29.0,2.0,1.0,4.0,8.0,2.0,5.0,55.0,7.7,8.7,43.0,7.5,14.0,41.0,,2.0,,49.0,21.0,0.0,54.0,1.0,Gary H. Cruz,56.0,15.0,8.2,8.9,5.0,28.0,2.0,6.0,2.0,1.0,36.0,No,2.0,1.0,8.0,8.6,3.0,8.7,,3.0,1.0,,3.0,3.0,1.0,20.0,9.0,28.0,28.0,16.0,4.0,1.0,,7.7,4.0,52.0,28.0,3.0,2.0,,8.0,1.0,8.5
16K309,1.0,52.0,1.0,17.0,3.0,3.0,3.0,3.0,3.0,,36.0,44.0,,5.0,41.0,8.4,8.3,54.0,0.0,43.0,0.0,10.0,2.0,2.0,2.0,9.5,1.0,5.0,0.0,53.0,2.0,8.6,44.0,7.8,27.0,4.0,16.0,1.0,1.0,3.0,12.0,1.0,4.0,45.0,8.1,8.5,44.0,7.7,6.0,39.0,,2.0,,56.0,40.0,2.0,52.0,1.0,Emily Zucal,50.0,14.0,8.4,8.5,6.0,37.0,2.0,3.0,4.0,0.0,40.0,No,2.0,1.0,23.0,8.2,6.0,8.4,,0.0,1.0,,4.0,12.0,0.0,20.0,4.0,28.0,35.0,19.0,16.0,1.0,,7.8,1.0,48.0,24.0,4.0,5.0,,4.0,4.0,8.5
12X251,1.0,17.0,0.0,0.0,10.0,8.0,11.0,3.0,1.0,,20.0,54.0,41.0,5.0,51.0,7.5,7.7,49.0,0.0,33.0,0.0,12.0,2.0,2.0,5.0,9.0,2.0,14.0,0.0,33.0,4.0,7.9,60.0,7.1,22.0,2.0,30.0,1.0,2.0,7.0,15.0,2.0,10.0,32.0,6.8,8.2,62.0,7.4,8.0,53.0,330.0,1.0,,56.0,36.0,2.0,36.0,1.0,SUSANA HERNANDEZ,44.0,10.0,7.5,7.8,7.0,43.0,1.0,12.0,2.0,2.0,44.0,Yes,3.0,1.0,15.0,7.9,9.0,8.1,5.9,1.0,1.0,70.0,11.0,4.0,1.0,6.0,4.0,24.0,56.0,0.0,8.0,1.0,6.5,6.6,9.0,36.0,23.0,4.0,7.0,,11.0,5.0,8.2
15K029,5.0,86.0,2.0,15.0,8.0,2.0,1.0,2.0,2.0,,45.0,42.0,,5.0,37.0,8.3,8.7,51.0,4.0,29.0,1.0,5.0,11.0,1.0,1.0,9.9,0.0,10.0,0.0,51.0,3.0,8.1,35.0,9.5,5.0,8.0,32.0,1.0,0.0,8.0,14.0,3.0,5.0,55.0,8.1,9.2,42.0,8.3,52.0,43.0,,1.0,,22.0,53.0,1.0,47.0,0.0,Melanie Raneri-Woods,43.0,5.0,8.4,8.2,7.0,36.0,1.0,1.0,1.0,1.0,22.0,No,3.0,1.0,18.0,9.1,3.0,8.2,,1.0,1.0,,1.0,3.0,0.0,24.0,3.0,5.0,32.0,13.0,17.0,2.0,,8.8,1.0,68.0,20.0,6.0,4.0,,36.0,6.0,8.3
06M457,0.0,20.0,0.0,0.0,2.0,6.0,8.0,2.0,0.0,,26.0,40.0,29.0,0.0,36.0,8.8,8.3,71.0,0.0,24.0,2.0,2.0,2.0,0.0,2.0,9.6,2.0,11.0,0.0,52.0,2.0,8.9,40.0,6.9,37.0,0.0,9.0,0.0,0.0,2.0,9.0,0.0,0.0,51.0,8.2,9.0,39.0,8.6,8.0,40.0,157.0,0.0,,42.0,11.0,2.0,58.0,0.0,,69.0,7.0,8.4,8.9,0.0,27.0,2.0,3.0,2.0,0.0,17.0,Yes,2.0,0.0,4.0,9.0,0.0,9.0,6.8,0.0,2.0,57.0,7.0,2.0,0.0,9.0,3.0,40.0,42.0,0.0,10.0,0.0,8.0,8.4,2.0,66.0,17.0,0.0,0.0,,11.0,2.0,9.3
15K124,3.0,81.0,1.0,20.0,4.0,2.0,2.0,1.0,1.0,,20.0,42.0,,4.0,51.0,8.1,8.9,60.0,0.0,29.0,0.0,14.0,5.0,0.0,0.0,10.0,1.0,8.0,0.0,55.0,2.0,8.6,49.0,9.3,18.0,4.0,10.0,1.0,0.0,3.0,14.0,1.0,1.0,48.0,7.2,8.9,41.0,8.0,22.0,48.0,,0.0,,50.0,47.0,0.0,54.0,0.0,Annabelle Martinez,54.0,21.0,8.2,8.7,4.0,35.0,0.0,5.0,0.0,0.0,31.0,No,1.0,0.0,2.0,9.1,1.0,8.6,,1.0,4.0,,10.0,2.0,0.0,8.0,7.0,18.0,31.0,10.0,6.0,0.0,,7.3,2.0,65.0,23.0,2.0,2.0,,14.0,7.0,8.8
10X360,1.0,39.0,1.0,13.0,3.0,1.0,2.0,1.0,2.0,,26.0,44.0,,3.0,40.0,8.3,8.9,58.0,0.0,34.0,0.0,10.0,3.0,1.0,0.0,9.9,0.0,5.0,0.0,68.0,0.0,8.7,43.0,7.1,29.0,1.0,14.0,0.0,0.0,3.0,9.0,0.0,5.0,44.0,7.2,8.7,51.0,7.9,12.0,43.0,68.0,0.0,,46.0,40.0,0.0,53.0,1.0,Nancy Rodriguez-Lewis,50.0,10.0,8.1,8.8,5.0,35.0,0.0,4.0,1.0,1.0,36.0,Yes,1.0,2.0,8.0,8.9,4.0,8.5,6.5,0.0,0.0,99.0,3.0,7.0,0.0,2.0,8.0,34.0,29.0,17.0,7.0,0.0,6.9,8.1,2.0,60.0,22.0,2.0,3.0,,10.0,2.0,8.7
06M423,6.0,20.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,,5.0,34.0,29.0,2.0,38.0,8.8,8.9,68.0,3.0,30.0,0.0,0.0,4.0,2.0,0.0,9.9,0.0,0.0,0.0,73.0,0.0,9.1,35.0,7.0,33.0,0.0,29.0,0.0,0.0,0.0,10.0,2.0,0.0,37.0,8.0,9.0,29.0,7.8,15.0,46.0,82.0,0.0,,44.0,24.0,0.0,66.0,0.0,Tyona Washington,62.0,16.0,9.0,8.9,0.0,36.0,0.0,3.0,0.0,0.0,30.0,Yes,0.0,0.0,2.0,9.3,0.0,8.9,6.3,0.0,2.0,87.0,2.0,2.0,0.0,20.0,3.0,38.0,33.0,0.0,6.0,0.0,8.0,7.9,0.0,71.0,16.0,0.0,0.0,,4.0,0.0,9.2
04M045,3.0,35.0,2.0,0.0,5.0,8.0,5.0,3.0,2.0,,30.0,53.0,,5.0,60.0,7.6,7.9,52.0,2.0,35.0,0.0,10.0,5.0,3.0,1.0,8.8,0.0,5.0,29.0,41.0,1.0,8.2,56.0,7.3,26.0,3.0,18.0,0.0,4.0,5.0,16.0,0.0,6.0,42.0,7.2,8.4,51.0,6.6,9.0,57.0,345.0,1.0,,57.0,37.0,2.0,40.0,2.0,Maria Aviles,39.0,16.0,7.9,8.0,12.0,43.0,1.0,5.0,2.0,1.0,45.0,Yes,4.0,0.0,13.0,7.8,4.0,8.2,6.0,0.0,1.0,90.0,4.0,12.0,0.0,7.0,17.0,26.0,53.0,0.0,3.0,2.0,6.0,7.0,6.0,38.0,20.0,3.0,5.0,,10.0,6.0,8.3
09X454,3.0,61.0,0.0,0.0,3.0,5.0,2.0,4.0,0.0,,14.0,45.0,,5.0,34.0,8.5,8.5,61.0,0.0,31.0,0.0,7.0,1.0,0.0,3.0,9.6,1.0,3.0,4.0,64.0,0.0,8.6,40.0,7.4,36.0,1.0,26.0,4.0,1.0,1.0,10.0,0.0,4.0,47.0,7.5,8.7,43.0,7.1,4.0,41.0,132.0,2.0,,53.0,28.0,2.0,52.0,0.0,Dr. Patrick B. Awosogba,59.0,12.0,8.3,8.8,5.0,24.0,1.0,3.0,1.0,0.0,38.0,Yes,3.0,0.0,9.0,8.5,7.0,8.7,6.4,1.0,0.0,91.0,4.0,9.0,0.0,13.0,11.0,39.0,38.0,0.0,9.0,0.0,6.2,7.9,6.0,56.0,22.0,1.0,7.0,,11.0,4.0,8.8
03M505,0.0,25.0,0.0,0.0,7.0,4.0,2.0,0.0,4.0,,45.0,46.0,38.0,5.0,36.0,8.5,8.9,54.0,0.0,28.0,0.0,4.0,2.0,0.0,0.0,9.2,0.0,13.0,0.0,67.0,0.0,8.5,30.0,6.4,32.0,3.0,15.0,0.0,0.0,2.0,19.0,2.0,4.0,42.0,7.4,8.8,41.0,7.4,13.0,33.0,443.0,0.0,,39.0,21.0,4.0,48.0,0.0,Jean McTavish,56.0,32.0,8.6,8.4,0.0,28.0,0.0,7.0,0.0,0.0,36.0,Yes,0.0,0.0,2.0,8.9,0.0,8.4,6.1,0.0,0.0,66.0,6.0,0.0,0.0,2.0,23.0,32.0,28.0,2.0,3.0,0.0,7.6,6.4,7.0,61.0,38.0,2.0,2.0,,15.0,0.0,8.8
10X051,1.0,64.0,1.0,24.0,4.0,6.0,0.0,1.0,0.0,,20.0,34.0,,2.0,41.0,8.4,9.1,63.0,0.0,24.0,1.0,8.0,4.0,1.0,0.0,9.9,1.0,11.0,0.0,62.0,2.0,9.0,36.0,9.0,25.0,2.0,22.0,2.0,1.0,1.0,23.0,0.0,3.0,46.0,7.9,9.0,33.0,7.8,21.0,41.0,,1.0,,41.0,54.0,0.0,63.0,0.0,Paul Smith,63.0,16.0,8.4,8.8,2.0,27.0,1.0,8.0,0.0,0.0,29.0,No,0.0,1.0,5.0,9.2,2.0,8.7,,1.0,0.0,,9.0,3.0,1.0,31.0,6.0,23.0,22.0,6.0,9.0,1.0,,7.9,0.0,70.0,22.0,1.0,2.0,,27.0,2.0,9.0
02M294,0.0,40.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,,19.0,40.0,36.0,5.0,45.0,8.2,8.5,73.0,0.0,39.0,0.0,10.0,5.0,0.0,0.0,9.4,0.0,5.0,0.0,43.0,0.0,9.0,52.0,7.8,15.0,8.0,43.0,0.0,0.0,0.0,28.0,0.0,5.0,69.0,8.1,8.8,43.0,8.2,34.0,33.0,337.0,0.0,,26.0,14.0,2.0,60.0,0.0,Alex Shub,54.0,38.0,8.4,8.6,2.0,29.0,0.0,8.0,0.0,0.0,36.0,Yes,0.0,0.0,5.0,8.8,0.0,9.0,7.0,0.0,2.0,79.0,5.0,0.0,0.0,2.0,16.0,18.0,45.0,0.0,4.0,3.0,7.7,7.0,5.0,57.0,37.0,2.0,5.0,,40.0,0.0,8.8
18K415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,133.0,,,,,,,,Livingstone Hilaire,,,,,,,,,,,,Yes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
20K102,7.0,62.0,2.0,16.0,6.0,5.0,1.0,1.0,8.0,,69.0,47.0,,5.0,53.0,7.9,8.6,49.0,5.0,21.0,1.0,11.0,7.0,3.0,0.0,10.0,1.0,12.0,0.0,47.0,1.0,8.2,51.0,8.4,13.0,2.0,15.0,1.0,0.0,6.0,22.0,1.0,4.0,57.0,7.7,8.3,45.0,8.0,20.0,47.0,,2.0,,55.0,38.0,0.0,43.0,0.0,Ms. Theresa Dovi,44.0,18.0,8.0,8.3,7.0,24.0,1.0,3.0,0.0,1.0,40.0,No,1.0,1.0,10.0,8.7,3.0,8.2,,1.0,2.0,,7.0,3.0,1.0,8.0,7.0,16.0,32.0,16.0,6.0,2.0,,7.7,2.0,53.0,23.0,5.0,3.0,,19.0,3.0,8.2
14K319,1.0,98.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,,15.0,17.0,,1.0,15.0,9.5,9.8,88.0,4.0,24.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,5.0,0.0,87.0,0.0,9.5,15.0,10.0,15.0,28.0,5.0,0.0,0.0,1.0,8.0,0.0,1.0,92.0,9.6,9.7,18.0,9.6,16.0,16.0,,0.0,,19.0,93.0,0.0,82.0,0.0,Aleyda Zamora Martinez,87.0,4.0,9.3,9.5,0.0,18.0,0.0,0.0,0.0,0.0,10.0,No,0.0,0.0,1.0,9.7,0.0,9.6,,0.0,0.0,,1.0,1.0,0.0,95.0,1.0,16.0,7.0,0.0,5.0,1.0,,9.3,1.0,90.0,7.0,1.0,1.0,,18.0,0.0,9.7
10X244,1.0,20.0,0.0,0.0,2.0,12.0,2.0,3.0,4.0,,22.0,41.0,,5.0,44.0,8.2,8.6,59.0,2.0,23.0,0.0,4.0,3.0,2.0,2.0,9.5,0.0,5.0,41.0,51.0,1.0,8.5,47.0,7.3,33.0,0.0,23.0,0.0,2.0,4.0,18.0,1.0,5.0,42.0,7.1,8.8,43.0,6.1,13.0,44.0,731.0,1.0,,45.0,13.0,2.0,53.0,0.0,Dolores Peterson,54.0,14.0,8.5,8.7,3.0,30.0,0.0,4.0,2.0,1.0,33.0,Yes,2.0,2.0,11.0,8.5,5.0,8.4,6.1,0.0,2.0,78.0,8.0,4.0,0.0,20.0,8.0,34.0,38.0,0.0,9.0,1.0,6.9,6.8,7.0,50.0,19.0,3.0,3.0,,4.0,3.0,8.6
09X229,2.0,41.0,0.0,23.0,6.0,6.0,6.0,2.0,2.0,,29.0,54.0,,3.0,46.0,8.2,8.2,39.0,0.0,44.0,2.0,15.0,5.0,2.0,2.0,9.0,1.0,3.0,19.0,37.0,4.0,8.0,48.0,7.3,22.0,3.0,15.0,2.0,2.0,5.0,7.0,2.0,2.0,31.0,6.4,7.9,54.0,5.3,19.0,44.0,249.0,2.0,,43.0,22.0,6.0,38.0,1.0,Ezra Matthias,34.0,11.0,7.8,8.2,5.0,41.0,2.0,8.0,4.0,2.0,50.0,Yes,3.0,2.0,10.0,7.7,7.0,7.8,6.2,1.0,4.0,97.0,2.0,13.0,0.0,18.0,5.0,19.0,42.0,0.0,7.0,3.0,6.3,7.6,4.0,42.0,9.0,3.0,5.0,,2.0,3.0,7.9
12X318,4.0,13.0,1.0,0.0,9.0,14.0,1.0,3.0,7.0,,20.0,50.0,,10.0,58.0,7.2,7.2,44.0,2.0,32.0,1.0,22.0,8.0,2.0,3.0,8.7,1.0,7.0,37.0,27.0,4.0,7.6,66.0,8.1,13.0,6.0,12.0,3.0,3.0,7.0,21.0,0.0,9.0,61.0,6.8,8.0,59.0,7.0,17.0,55.0,361.0,3.0,,55.0,57.0,3.0,35.0,3.0,Maria Lopez,34.0,16.0,7.7,7.5,18.0,41.0,4.0,4.0,4.0,1.0,50.0,Yes,4.0,4.0,11.0,7.2,8.0,7.9,5.4,2.0,3.0,95.0,7.0,17.0,1.0,5.0,8.0,14.0,57.0,0.0,9.0,3.0,5.7,6.3,16.0,23.0,32.0,5.0,7.0,,19.0,4.0,7.9
10X331,3.0,47.0,1.0,0.0,1.0,3.0,3.0,1.0,4.0,,32.0,34.0,,3.0,32.0,8.7,8.9,70.0,0.0,31.0,0.0,1.0,3.0,1.0,1.0,9.4,0.0,5.0,30.0,65.0,1.0,8.9,33.0,7.4,34.0,1.0,58.0,1.0,2.0,3.0,11.0,0.0,3.0,50.0,7.7,9.1,24.0,7.5,10.0,39.0,375.0,0.0,,47.0,13.0,1.0,63.0,0.0,Serapha Cruz,58.0,13.0,8.9,8.9,3.0,28.0,0.0,4.0,1.0,0.0,22.0,Yes,1.0,1.0,14.0,8.7,5.0,9.0,6.3,0.0,3.0,90.0,4.0,4.0,0.0,5.0,8.0,39.0,32.0,0.0,2.0,1.0,6.3,7.8,5.0,57.0,23.0,2.0,3.0,,12.0,3.0,9.0
04M038,5.0,51.0,0.0,23.0,2.0,6.0,2.0,5.0,6.0,,29.0,58.0,,7.0,46.0,7.7,8.4,46.0,1.0,28.0,2.0,5.0,6.0,7.0,0.0,9.8,2.0,8.0,0.0,39.0,1.0,8.0,47.0,8.1,27.0,3.0,26.0,2.0,1.0,5.0,15.0,0.0,8.0,56.0,7.0,8.0,52.0,6.8,20.0,47.0,,0.0,,48.0,38.0,0.0,33.0,0.0,Norma Caraballo,36.0,19.0,7.6,8.2,11.0,27.0,1.0,5.0,3.0,0.0,49.0,No,3.0,0.0,6.0,8.1,4.0,8.1,,3.0,0.0,,9.0,9.0,1.0,30.0,15.0,23.0,41.0,13.0,7.0,1.0,,7.1,7.0,40.0,21.0,2.0,7.0,,7.0,4.0,8.1
14K632,5.0,40.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,,11.0,25.0,35.0,16.0,22.0,8.0,9.3,74.0,0.0,40.0,0.0,0.0,5.0,5.0,0.0,6.9,0.0,5.0,0.0,53.0,6.0,9.0,16.0,7.2,29.0,6.0,15.0,0.0,6.0,5.0,11.0,0.0,11.0,40.0,7.5,8.8,32.0,6.3,13.0,17.0,102.0,0.0,,50.0,35.0,13.0,70.0,5.0,Javier Guzman,55.0,5.0,8.9,8.7,6.0,42.0,0.0,13.0,0.0,0.0,25.0,Yes,0.0,6.0,16.0,7.4,11.0,8.8,6.4,6.0,0.0,50.0,5.0,10.0,0.0,0.0,7.0,19.0,10.0,5.0,0.0,0.0,5.8,7.2,11.0,42.0,15.0,5.0,0.0,,10.0,18.0,8.4
10X310,4.0,31.0,1.0,19.0,4.0,4.0,3.0,2.0,3.0,,64.0,42.0,,2.0,43.0,8.2,8.6,60.0,0.0,25.0,0.0,8.0,5.0,1.0,2.0,9.8,1.0,5.0,0.0,52.0,0.0,8.6,48.0,7.8,25.0,3.0,10.0,0.0,0.0,4.0,12.0,1.0,4.0,55.0,7.4,8.5,46.0,7.0,15.0,44.0,,0.0,,52.0,33.0,0.0,52.0,0.0,ELIZABETH CARDONA,48.0,13.0,8.0,8.6,7.0,27.0,1.0,4.0,0.0,1.0,42.0,No,1.0,1.0,8.0,8.6,2.0,8.6,,1.0,1.0,,6.0,6.0,0.0,34.0,12.0,26.0,31.0,12.0,8.0,1.0,,8.0,3.0,49.0,31.0,4.0,2.0,,7.0,2.0,8.4
13K093,5.0,33.0,3.0,12.0,3.0,7.0,3.0,3.0,5.0,,22.0,47.0,,3.0,53.0,8.0,8.7,44.0,0.0,34.0,1.0,14.0,7.0,3.0,1.0,9.7,3.0,12.0,0.0,41.0,2.0,8.2,52.0,8.1,16.0,2.0,13.0,3.0,1.0,4.0,15.0,4.0,1.0,53.0,7.4,8.1,54.0,7.2,19.0,47.0,,3.0,,44.0,52.0,1.0,44.0,1.0,SANDRA PHILIP,45.0,16.0,7.3,8.3,6.0,41.0,2.0,6.0,1.0,1.0,47.0,No,2.0,1.0,9.0,8.3,3.0,8.0,,1.0,0.0,,6.0,6.0,0.0,6.0,8.0,20.0,30.0,16.0,7.0,1.0,,7.4,5.0,41.0,21.0,4.0,2.0,,9.0,6.0,8.3
16K627,0.0,38.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,,7.0,21.0,,5.0,22.0,8.9,8.9,77.0,0.0,21.0,3.0,3.0,0.0,0.0,1.0,9.8,3.0,3.0,0.0,78.0,0.0,9.1,21.0,8.6,37.0,0.0,22.0,1.0,0.0,3.0,10.0,0.0,5.0,50.0,8.7,9.2,25.0,8.8,11.0,34.0,,1.0,,51.0,24.0,1.0,75.0,1.0,Fabayo McIntosh,65.0,4.0,8.8,8.9,4.0,24.0,0.0,2.0,0.0,0.0,20.0,No,3.0,0.0,3.0,9.5,1.0,9.1,,0.0,0.0,,1.0,3.0,1.0,75.0,7.0,36.0,24.0,23.0,19.0,0.0,,9.0,0.0,80.0,15.0,1.0,3.0,,3.0,0.0,9.4
