dbn,school_name,q80_in_planning_my_last,q79_in_planning_my_last_1,q164_at_this_program_teachers,q24_it_s_ok_in_this_school_1,q162_at_the_beginning_of,q17_central_doe_employees_1,q163_at_this_program_teachers,q132_in_planning_my_last,q109_in_planning_my_last_1,q82_in_planning_my_last_1,q162_at_the_beginning_of_1,q7_i_am_able_to_modify_1,q60_overall_my_professional_1,q159_positive_behavior_1,q123_in_planning_my_last,q13_i_am_able_to_develop,q33_i_trust_the_principal,q47_at_this_school_once_we_1,q98_in_planning_my_last,q134_in_planning_my_last,q96_in_planning_my_last_1,q98_in_planning_my_last_1,q161_it_s_a_priority_at_this_1,q42_this_school_educates,q71_the_principal_assistant,q50_at_this_school_teachers,q99_in_planning_my_last_1,q83_in_planning_my_last,q92_in_planning_my_last_1,q54_at_this_school_school_1,q28_teachers_at_this_school,q74_how_much_influence_do,q159_positive_behavior,q94_in_planning_my_last,q65_the_principal_assistant_1,q160_it_s_a_priority_at_this,q109_in_planning_my_last,q166_my_students_are_safe,q102_in_planning_my_last,q10_i_am_able_to_empower,q148_how_many_students_in_1,q93_in_planning_my_last_1,q67_the_principal_assistant_1,q168_my_students_are_safe,q76_the_performance_of_the_1,q126_in_planning_my_last_1,q152_how_many_adults_at_this,q170_it_s_a_priority_at_this,q25_i_have_conversations_1,q18_central_doe_employees,q39_in_this_school_the_staff,q69_the_principal_assistant,q26_teachers_respect_other,q70_the_principal_school,q52_at_this_school_teachers,q97_in_planning_my_last,q120_in_planning_my_last_1,q74_how_much_influence_do_1,q170_it_s_a_priority_at_this_1,q22_i_would_recommend_this_1,q171_adults_at_this_school,q107_in_planning_my_last,q136_how_many_students_in,q55_at_this_school_the_1,q1_how_many_teachers_at_this_1,q25_i_have_conversations,q142_how_many_students_in,q176_adults_at_this_school_1,q42_this_school_educates_1,q121_in_planning_my_last,q175_adults_at_this_school,q81_in_planning_my_last,q105_in_planning_my_last_1,q149_how_many_students_in,q164_at_this_program_teachers_1,q84_in_planning_my_last_1,q56_at_this_school_school,q51_at_this_school_curriculum,q89_in_planning_my_last,q9_i_am_able_to_affirm_racial_1,q139_how_many_students_in,q143_how_many_students_in_1,q21_i_usually_look_forward_1,q124_in_planning_my_last,q138_how_many_students_in_1,q16_i_feel_respected_by_the_1,q116_in_planning_my_last,q4_how_many_teachers_at_this_1,q150_how_many_adults_at_this_1,q118_in_planning_my_last_1,q153_how_many_adults_at_this_1,q6_i_am_able_to_use_my,q172_adults_at_this_school
02M308,Lower Manhattan Arts Academy,0.0,0.0,0.0,0.47,0.0,,0.0,1.0,0.0,,0.0,0.07,0.45,0.0,,0.83,0.5,0.47,,0.92,,,0.0,0.93,0.59,0.52,,,,0.1,0.62,0.55,0.0,,0.37,0.0,1.0,0.0,,0.96,0.74,,0.41,0.0,0.53,0.3,0.58,0.0,0.33,,0.93,0.6,0.7,0.52,0.8,,,0.45,0.0,0.43,0.93,1.0,0.3,0.37,0.31,0.67,0.52,0.23,0.07,,0.7,,0.0,0.31,0.0,,0.93,0.54,,0.04,0.37,0.56,0.47,0.91,0.63,,,0.3,0.24,,0.31,0.93,0.93
12X531,Archer Elementary School,,,0.0,0.24,0.0,,0.0,0.91,,,0.0,0.05,0.14,0.0,,0.97,0.92,0.19,,0.88,,,0.0,1.0,0.82,0.74,,,,0.08,0.89,0.82,0.0,,0.16,0.0,,0.63,,1.0,0.54,,0.14,1.0,0.18,0.06,0.85,0.97,0.13,,0.95,0.92,0.84,0.87,0.92,,,0.18,0.03,0.16,0.0,,0.42,0.11,0.14,0.87,0.74,0.0,0.0,,0.0,,,0.67,0.0,,0.97,0.83,,0.0,0.68,0.41,0.13,0.91,0.5,,,0.23,0.18,,0.2,0.97,0.0
15K676,Red Hook Neighborhood School,,,,0.0,,,,1.0,,,,0.0,0.0,,,1.0,1.0,0.22,,1.0,,,,0.78,1.0,1.0,,,,0.0,1.0,0.89,,,0.0,,,1.0,,1.0,0.56,,0.11,1.0,0.0,0.0,0.75,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,,,0.11,0.0,0.0,0.0,,0.33,0.0,0.11,1.0,0.89,0.0,0.22,,0.0,,,0.62,,,1.0,1.0,,0.0,0.89,0.22,0.0,1.0,0.22,,,0.11,0.25,,0.25,1.0,0.0
02M316,"Urban Assembly School Of Business For Young Women, The",0.0,0.0,0.0,0.18,0.0,,0.0,0.8,,,0.0,0.0,0.09,0.0,,1.0,0.91,0.09,,0.8,,,0.0,1.0,0.82,1.0,,,,0.09,0.91,0.91,0.0,,0.09,0.0,,0.0,,1.0,0.45,,0.09,0.0,0.38,0.2,0.82,0.0,0.09,,0.91,0.91,0.91,0.91,0.91,,,0.09,0.0,0.18,0.91,,0.64,0.27,0.18,0.91,0.73,0.09,0.0,,0.91,,,0.36,0.0,,0.91,1.0,,0.0,0.73,0.27,0.18,0.8,0.36,,,0.18,0.18,,0.18,1.0,0.91
04M038,P.S. 38 Roberto Clemente,,,,0.25,,,,0.89,,,,0.23,0.09,,,0.85,0.67,0.33,,0.89,,,,0.83,0.67,0.55,,,,0.08,0.75,0.75,,,0.17,,,0.75,,1.0,0.75,,0.25,0.88,0.38,0.0,0.75,0.88,0.08,,1.0,0.75,0.83,0.92,0.83,,,0.25,0.12,0.33,0.0,,0.58,0.08,0.15,0.92,0.83,0.0,0.17,,0.0,,,0.45,,,1.0,0.45,,0.0,0.92,0.33,0.25,0.88,0.5,,,0.15,0.25,,0.33,0.92,0.0
02M116,P.S. 116 Mary Lindley Murray,,,,0.0,,,,1.0,,,,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.95,1.0,0.0,,0.0,0.0,0.95,0.95,,0.0,0.0,,,0.94,0.0,1.0,0.35,0.0,0.0,1.0,0.44,0.0,0.95,1.0,0.0,,0.95,0.95,1.0,0.95,1.0,0.0,,0.05,0.0,0.0,0.0,,0.8,0.0,0.05,1.0,0.85,0.0,0.0,,0.0,,,0.89,,,1.0,1.0,,0.0,1.0,0.25,0.0,1.0,0.25,,,0.0,0.05,,0.05,1.0,0.0
03M250,M.S. 250 West Side Collaborative Middle School,0.0,0.0,0.0,0.0,0.0,,0.0,,0.17,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,,,,0.0,1.0,1.0,1.0,,1.0,,0.0,1.0,0.92,0.0,,0.0,0.0,0.83,0.0,,1.0,0.23,,0.0,0.0,0.43,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,,,0.08,0.0,0.0,0.0,1.0,0.54,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.62,0.0,0.0,1.0,1.0,1.0,0.0,0.69,0.46,0.0,,0.62,,,0.0,0.0,,0.0,1.0,0.0
02M529,Jacqueline Kennedy Onassis High School,0.0,0.0,0.0,0.06,0.0,,0.0,1.0,,,0.0,0.0,0.11,0.0,,0.95,0.95,0.11,,1.0,,,0.0,1.0,0.89,0.82,,,,0.05,0.95,0.89,0.0,,0.0,0.0,,0.0,,0.95,0.32,,0.11,0.0,0.17,0.11,0.94,0.0,0.17,,1.0,0.89,1.0,0.89,1.0,,,0.11,0.0,0.06,1.0,,0.68,0.05,0.11,0.83,0.79,0.06,0.0,,0.94,,,0.71,0.0,,1.0,0.82,,0.05,0.63,0.16,0.11,0.89,0.37,,,0.1,0.06,,0.17,1.0,1.0
01M539,"New Explorations Into Science, Technology And Math High School",0.0,0.0,0.0,0.06,0.0,,0.0,1.0,0.15,0.11,0.0,0.05,0.25,0.0,0.92,0.92,0.9,0.26,0.86,1.0,0.14,0.14,0.0,0.97,0.68,0.84,0.14,0.89,0.36,0.03,0.91,0.81,0.0,0.86,0.13,0.0,0.85,0.79,0.86,0.94,0.34,0.21,0.3,0.89,0.42,0.0,0.9,1.0,0.03,,0.96,0.71,0.92,0.71,0.94,0.71,0.08,0.19,0.0,0.09,0.97,1.0,0.74,0.05,0.08,0.97,0.66,0.0,0.03,0.92,1.0,0.89,0.0,0.85,0.0,0.11,0.96,0.87,0.89,0.03,0.66,0.26,0.14,0.94,0.34,,0.83,0.09,0.13,0.17,0.19,0.99,1.0
17K528,The High School For Global Citizenship,0.0,0.0,0.0,0.38,0.0,,0.0,,,,0.0,0.08,0.33,0.0,,0.92,0.77,0.46,,,,,0.0,1.0,0.67,0.77,,,,0.15,0.92,1.0,0.0,,0.23,0.0,,0.0,,0.92,0.46,,0.31,0.0,0.14,,0.69,0.0,0.08,,1.0,0.77,0.77,0.62,0.92,,,0.0,0.0,0.38,0.92,,0.69,0.08,0.31,0.92,0.69,0.08,0.0,,0.92,,,0.67,0.0,,1.0,0.69,,0.08,0.54,0.38,0.23,,0.31,,,0.31,0.23,,0.31,0.92,0.92
01M458,Forsyth Satellite Academy,0.0,0.0,0.0,0.5,0.0,,0.0,,0.2,,0.0,0.0,0.62,0.0,,0.88,0.25,0.75,,,,,0.0,1.0,0.5,0.57,,,,0.25,0.62,1.0,0.0,,0.5,0.0,0.8,0.0,,1.0,0.29,,0.75,0.0,,,0.57,0.0,0.12,,1.0,0.5,0.5,0.38,1.0,,,0.0,0.0,0.38,1.0,1.0,0.43,0.38,0.62,0.88,0.71,0.0,0.0,,1.0,,0.0,0.71,0.0,,1.0,0.62,,0.0,0.71,0.29,0.12,,0.29,,,0.38,0.17,,0.0,1.0,1.0
11X455,Harry S Truman High School,0.0,0.0,0.0,0.09,0.0,,0.0,0.92,0.0,0.0,0.0,0.02,0.16,0.0,1.0,0.95,0.94,0.09,0.9,0.96,0.3,0.1,0.0,0.97,0.94,0.91,0.0,1.0,0.1,0.02,0.95,0.95,0.0,0.9,0.03,0.0,1.0,0.0,0.9,0.98,0.4,0.1,0.03,0.0,0.29,0.09,0.93,0.0,0.16,,0.97,0.97,0.97,0.92,0.94,0.9,0.0,0.05,0.0,0.03,1.0,1.0,0.68,0.03,0.08,0.84,0.77,0.0,0.03,1.0,0.98,1.0,0.17,0.67,0.0,0.0,0.98,0.93,1.0,0.02,0.73,0.25,0.11,0.96,0.24,,0.92,0.1,0.07,0.08,0.1,1.0,0.98
25Q209,P.S. 209 Clearview Gardens,,,,0.03,,,,1.0,,,,0.0,0.06,,,0.97,0.97,0.0,,1.0,,,,1.0,0.97,0.93,,,,0.0,0.97,0.91,,,0.0,,,1.0,,1.0,0.06,,0.0,1.0,0.39,0.0,1.0,1.0,0.14,,1.0,0.97,0.97,1.0,1.0,,,0.09,0.0,0.03,0.0,,0.81,0.0,0.03,0.86,0.9,0.0,0.0,,0.0,,,0.96,,,1.0,0.97,,0.0,0.97,0.13,0.03,1.0,0.19,,,0.03,0.0,,0.0,1.0,0.0
09X132,P.S. 132 Garret A. Morgan,,,,0.1,,,,0.94,,,,0.08,0.09,,,0.91,0.77,0.09,,0.88,,,,0.95,0.77,0.86,,,,0.0,0.86,0.91,,,0.09,,,0.69,,0.96,0.55,,0.05,1.0,0.21,0.06,0.9,0.93,0.1,,0.95,0.82,0.91,0.91,0.95,,,0.09,0.07,0.14,0.0,,0.59,0.14,0.09,0.9,0.86,0.0,0.05,,0.0,,,0.48,,,1.0,0.81,,0.0,0.68,0.5,0.18,0.88,0.32,,,0.12,0.05,,0.2,0.96,0.0
02M059,P.S. 059 Beekman Hill International,,,0.0,0.17,0.0,,0.0,1.0,,,0.0,0.0,0.22,0.0,,0.96,0.57,0.26,,1.0,,,0.0,0.96,0.87,0.86,,,,0.0,0.87,0.83,0.0,,0.13,0.0,,1.0,,1.0,0.0,,0.22,1.0,0.29,0.0,0.9,0.93,0.09,,0.96,0.83,0.91,0.87,0.96,,,0.17,0.07,0.04,0.0,,0.76,0.17,0.04,0.91,1.0,0.0,0.04,,0.0,,,1.0,0.0,,1.0,0.91,,0.0,0.9,0.05,0.17,1.0,0.1,,,0.04,0.0,,0.0,1.0,0.0
17K092,P.S. 092 Adrian Hegeman,,,,0.08,,,,1.0,,,,0.0,0.04,,,0.92,1.0,0.15,,1.0,,,,1.0,1.0,0.84,,,,0.04,0.96,0.88,,,0.0,,,1.0,,0.96,0.58,,0.04,1.0,0.12,0.0,0.85,1.0,0.35,,1.0,0.96,0.96,1.0,1.0,,,0.12,0.0,0.08,0.0,,0.36,0.0,0.22,0.65,0.59,0.0,0.0,,0.0,,,0.5,,,1.0,0.92,,0.0,0.79,0.42,0.04,1.0,0.62,,,0.08,0.17,,0.16,1.0,0.0
19K214,P.S. 214 Michael Friedsam,0.86,0.14,1.0,0.0,1.0,,1.0,0.97,,,0.0,0.0,0.21,0.0,,0.98,0.61,0.32,,0.97,,,0.0,1.0,0.7,0.78,,,,0.0,0.98,0.75,1.0,,0.11,1.0,,0.96,,1.0,0.47,,0.2,1.0,0.43,0.07,0.95,1.0,0.09,,1.0,0.77,0.93,0.77,1.0,,,0.25,0.0,0.13,0.0,,0.51,0.16,0.02,0.91,0.88,0.0,0.0,,0.0,,,0.82,0.0,,0.98,0.79,,0.0,0.77,0.35,0.02,0.9,0.44,,,0.04,0.05,,0.07,1.0,0.0
11X112,P.S. 112 Bronxwood,,,,0.08,,,,0.88,,,,0.0,0.12,,,0.92,0.92,0.12,,0.94,,,,1.0,0.92,0.88,,,,0.08,0.92,0.88,,,0.04,,,0.94,,1.0,0.19,,0.08,1.0,0.11,0.12,0.88,1.0,0.19,,0.88,0.88,0.88,0.96,0.96,,,0.12,0.0,0.12,0.0,,0.72,0.04,0.22,0.81,0.92,0.0,0.0,,0.0,,,0.82,,,0.92,0.92,,0.0,0.88,0.15,0.12,0.94,0.17,,,0.3,0.08,,0.16,1.0,0.0
14K474,Progress High School For Professional Careers,0.0,0.0,0.0,0.12,0.0,,0.0,0.82,0.0,,0.0,0.08,0.04,0.0,1.0,0.92,0.96,0.15,,0.82,,,0.0,1.0,0.85,0.83,,,,0.08,0.96,0.92,0.0,,0.08,0.0,1.0,0.0,,0.96,0.38,,0.04,0.0,0.25,0.09,0.88,0.0,0.19,,0.96,0.88,0.92,0.88,1.0,,0.0,0.08,0.0,0.08,0.96,1.0,0.58,0.04,0.15,0.81,0.88,0.18,0.0,1.0,0.92,,0.0,0.58,0.0,,0.96,0.76,,0.12,0.62,0.15,0.04,0.91,0.54,,1.0,0.12,0.12,0.0,0.17,0.92,0.96
12X595,P.S. 595,,,,0.11,,,,0.92,,,,0.0,0.12,,,1.0,0.89,0.11,,1.0,,,,1.0,0.94,1.0,,,,0.06,0.84,0.94,,,0.0,,,0.71,,1.0,0.31,,0.06,1.0,0.21,0.08,0.81,1.0,0.11,,0.94,0.94,0.89,1.0,1.0,,,0.06,0.0,0.11,0.0,,0.88,0.0,0.1,0.89,0.88,0.0,0.0,,0.0,,,0.86,,,1.0,1.0,,0.0,0.94,0.06,0.05,0.92,0.06,,,0.14,0.27,,0.2,1.0,0.0
17K061,M.S. 061 Dr. Gladstone H. Atwell,0.0,0.0,0.0,0.2,0.0,,0.0,,0.0,,0.0,0.0,0.2,0.0,,0.95,0.7,0.16,,,,,0.0,0.95,0.74,0.89,,,,0.0,0.8,0.74,0.0,,0.2,0.0,1.0,0.0,,0.95,0.4,,0.15,0.0,0.27,,0.94,0.93,0.3,,0.95,0.8,0.89,0.85,1.0,,,0.26,0.07,0.21,0.0,1.0,0.7,0.05,0.16,0.7,0.89,0.0,0.05,,0.0,,0.0,0.56,0.0,,0.95,0.83,,0.0,0.7,0.28,0.2,,0.35,,,0.1,0.16,,0.32,1.0,0.0
09X593,South Bronx International Middle School,0.0,0.0,0.0,0.09,0.0,,0.0,,,,0.0,0.0,0.18,0.0,,1.0,0.73,0.18,,,,,0.0,1.0,0.91,0.91,,,,0.0,1.0,0.64,0.0,,0.0,0.0,,0.0,,1.0,0.45,,0.09,0.0,0.57,,1.0,0.75,0.18,,1.0,1.0,1.0,0.82,1.0,,,0.36,0.25,0.36,0.0,,0.55,0.0,0.0,0.82,0.91,0.0,0.0,,0.0,,,0.45,0.0,,1.0,0.82,,0.0,0.82,0.45,0.09,,0.55,,,0.0,0.09,,0.0,1.0,0.0
04M825,Isaac Newton Middle School For Math & Science,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.09,0.0,1.0,1.0,0.95,0.09,,,,,0.0,1.0,1.0,1.0,,,,0.0,0.95,0.95,0.0,,0.0,0.0,1.0,0.0,,1.0,0.23,,0.0,0.0,0.4,,1.0,0.94,0.1,,1.0,1.0,1.0,0.86,1.0,,0.0,0.05,0.06,0.0,0.0,1.0,0.86,0.05,0.05,0.9,0.9,0.0,0.0,1.0,0.0,,0.0,0.86,0.0,,1.0,0.94,,0.0,0.76,0.05,0.0,,0.36,,1.0,0.05,0.0,0.0,0.0,1.0,0.0
06M322,Middle School 322,0.0,0.0,0.0,0.14,0.0,,0.0,0.83,0.11,,0.0,0.0,0.28,0.0,1.0,0.96,0.97,0.21,0.8,0.83,0.2,0.2,0.0,0.93,0.9,0.89,0.2,,0.2,0.14,0.9,0.93,0.0,0.8,0.03,0.0,0.89,0.0,1.0,0.96,0.46,0.0,0.1,0.0,0.23,,0.85,0.85,0.1,,0.97,0.93,0.86,0.86,0.93,0.8,0.0,0.07,0.15,0.1,0.0,1.0,0.64,0.1,0.15,0.9,0.89,0.0,0.07,1.0,0.0,,0.0,0.71,0.0,,0.93,0.86,,0.0,0.82,0.36,0.1,,0.29,,0.91,0.39,0.11,0.18,0.26,1.0,0.0
KCOJ,Candy Kid's Day Care Center,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0
02M543,New Design High School,0.0,0.0,0.0,0.07,0.0,,0.0,0.86,0.14,,0.0,0.11,0.08,0.0,1.0,0.85,0.79,0.39,,0.86,,,0.0,0.86,0.7,0.86,,,,0.11,0.93,0.81,0.0,,0.15,0.0,0.86,0.0,,0.93,0.58,,0.15,0.0,0.73,0.14,0.88,0.0,0.11,,0.93,0.89,0.93,0.67,0.85,,0.0,0.19,0.0,0.18,0.96,1.0,0.5,0.29,0.08,0.89,0.81,0.05,0.14,1.0,0.96,,0.0,0.35,0.0,,0.93,0.86,,0.11,0.54,0.73,0.07,0.86,0.5,,0.86,0.11,0.04,0.0,0.08,0.89,0.96
MBBI,Manhattan Early Childhood Center,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0
KCJK,Lpbc Day Care,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0
11X514,The Bronxwood Preparatory Academy,0.0,0.0,0.0,0.1,0.0,,0.0,1.0,,,0.0,0.05,0.0,0.0,,0.95,0.9,0.15,,1.0,,,0.0,1.0,1.0,1.0,,,,0.0,0.9,0.9,0.0,,0.0,0.0,,0.0,,0.94,0.42,,0.05,0.0,0.21,0.0,0.94,0.0,0.15,,0.95,1.0,0.9,0.95,0.95,,,0.1,0.0,0.1,1.0,,0.72,0.0,0.0,0.85,0.79,0.0,0.0,,1.0,,,0.67,0.0,,0.95,1.0,,0.05,0.67,0.37,0.1,1.0,0.33,,,0.05,0.11,,0.06,0.95,1.0
10X085,P.S. 085 Great Expectations,,,,0.26,,,,0.93,0.0,,,0.17,0.1,,1.0,0.84,0.75,0.25,0.8,0.88,0.2,0.2,,0.96,0.73,0.8,0.2,,0.2,0.08,0.87,0.71,,0.8,0.23,,1.0,0.64,0.8,0.89,0.44,0.2,0.27,1.0,0.29,0.1,0.84,0.97,0.17,,0.87,0.67,0.85,0.7,0.92,0.8,0.0,0.29,0.03,0.37,0.0,1.0,0.43,0.13,0.09,0.83,0.78,0.0,0.04,1.0,0.0,,0.0,0.68,,,0.91,0.79,,0.08,0.73,0.29,0.21,0.81,0.45,,0.86,0.15,0.13,0.14,0.2,0.91,0.0
12X066,P.S. 066 School Of Higher Expectations,,,,0.28,,,,1.0,,,,0.0,0.21,,,0.94,0.73,0.4,,0.92,,,,0.94,0.74,0.83,,,,0.03,0.91,0.83,,,0.14,,,0.91,,0.97,0.31,,0.35,1.0,0.36,0.12,0.82,0.95,0.26,,0.92,0.68,0.92,0.71,1.0,,,0.17,0.05,0.19,0.0,,0.51,0.08,0.11,0.74,0.86,0.0,0.06,,0.0,,,0.75,,,0.94,0.88,,0.03,0.71,0.37,0.14,0.88,0.51,,,0.13,0.12,,0.24,1.0,0.0
02M281,The River School,1.0,0.2,,0.06,,,,1.0,,0.0,,0.0,0.13,,,0.97,0.87,0.16,,1.0,,,,1.0,0.74,0.93,,0.0,,0.0,0.97,0.84,,,0.19,,,1.0,,0.97,0.17,,0.17,1.0,0.11,0.0,1.0,1.0,0.42,,0.97,0.84,0.97,0.84,1.0,,,0.16,0.0,0.03,0.0,,0.67,0.03,0.0,0.58,0.93,0.0,0.0,,0.0,0.0,,1.0,,0.0,1.0,0.97,0.0,0.03,0.97,0.1,0.03,1.0,0.27,,,0.07,0.03,,0.0,1.0,0.0
02M412,N.Y.C. Lab School For Collaborative Studies,0.0,0.0,0.0,0.06,0.0,,0.0,0.92,,0.0,0.0,0.03,0.19,0.0,1.0,0.94,0.84,0.22,,1.0,,,0.0,0.97,0.81,0.74,,1.0,,0.09,0.81,0.77,0.0,,0.06,0.0,,0.0,,0.97,0.3,,0.14,0.0,0.33,0.1,0.93,0.0,0.03,,0.97,0.87,0.78,0.84,0.91,,0.0,0.23,0.0,0.09,0.93,,0.68,0.12,0.24,0.97,0.8,0.04,0.03,1.0,1.0,1.0,,0.76,0.0,0.0,0.94,0.77,0.8,0.03,0.6,0.23,0.06,0.91,0.27,,1.0,0.19,0.17,0.0,0.1,1.0,1.0
10X374,Knowledge And Power Preparatory Academy International High School (Kappa),0.0,0.0,0.0,0.12,0.0,,0.0,1.0,0.29,0.0,0.0,0.0,0.04,0.0,,0.92,0.92,0.33,0.8,1.0,0.4,0.2,0.0,0.92,0.79,0.81,0.0,1.0,0.0,0.0,0.88,0.92,0.0,1.0,0.04,0.0,0.71,0.0,1.0,0.96,0.3,0.0,0.12,0.0,0.62,0.0,1.0,0.0,0.12,,0.96,0.83,0.96,0.79,0.88,1.0,,0.08,0.0,0.12,1.0,0.86,0.67,0.0,0.08,0.88,0.92,0.05,0.08,,0.96,1.0,0.14,0.61,0.0,0.0,0.92,0.78,1.0,0.0,0.67,0.21,0.12,1.0,0.5,,,0.04,0.0,,0.09,1.0,1.0
05M286,Urban Assembly Academy For Future Leaders,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,,,,0.0,1.0,1.0,1.0,,0.0,,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,,0.86,1.0,0.0,,1.0,1.0,0.86,1.0,1.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.71,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.14,,,0.0,0.0,,0.0,1.0,0.0
02M580,Richard R. Green High School Of Teaching,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,0.11,0.0,,1.0,1.0,0.05,,1.0,,,0.0,0.95,0.95,0.88,,1.0,,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,,1.0,0.21,,0.05,0.0,0.18,0.0,0.95,0.0,0.0,,1.0,1.0,1.0,0.89,1.0,,,0.0,0.0,0.0,1.0,,0.84,0.0,0.0,1.0,0.89,0.0,0.05,,1.0,1.0,,0.79,0.0,0.0,1.0,0.83,1.0,0.0,0.79,0.05,0.0,1.0,0.32,,,0.0,0.0,,0.05,1.0,1.0
02M282,Urban Assembly Maker Academy,0.0,0.0,0.0,0.17,0.0,,0.0,,,,0.0,0.06,0.17,0.0,,0.89,0.94,0.17,,1.0,,,0.0,0.94,0.83,0.89,,,,0.06,0.78,0.94,0.0,,0.17,0.0,,0.0,,0.94,0.44,,0.06,0.0,0.64,,1.0,0.0,0.06,,1.0,1.0,0.72,0.89,1.0,,,0.06,0.0,0.06,1.0,,0.81,0.06,0.17,0.94,0.88,0.0,0.06,,1.0,,,0.62,0.0,,0.94,0.82,,0.11,0.73,0.25,0.06,,0.25,,,0.17,0.12,,0.12,0.94,1.0
15K051,M.S. 51 William Alexander,0.0,0.0,0.0,0.08,0.0,,0.0,0.91,0.07,0.0,0.0,0.04,0.39,0.0,1.0,0.84,0.66,0.33,1.0,0.92,0.0,0.0,0.0,0.88,0.7,0.83,0.0,1.0,0.0,0.04,0.9,0.81,0.0,1.0,0.29,0.0,0.93,0.0,1.0,0.96,0.35,0.0,0.28,0.0,0.41,0.1,0.95,0.96,0.12,,0.96,0.72,0.86,0.62,0.94,1.0,0.11,0.19,0.04,0.1,0.0,1.0,0.76,0.12,0.17,0.88,0.83,0.0,0.12,0.89,0.0,1.0,0.07,0.86,0.0,0.0,0.94,0.85,1.0,0.06,0.73,0.22,0.12,0.8,0.31,,0.89,0.18,0.1,0.11,0.14,0.98,0.0
03M421,West Prep Academy,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.05,0.0,1.0,1.0,1.0,0.0,0.8,,0.0,0.2,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.05,1.0,0.95,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,0.37,0.0,0.0,0.0,0.33,,1.0,1.0,0.0,,1.0,1.0,1.0,0.95,1.0,0.8,0.0,0.05,0.0,0.0,0.0,1.0,0.78,0.0,0.0,1.0,0.89,0.0,0.0,1.0,0.0,1.0,0.0,0.79,0.0,0.0,1.0,0.95,1.0,0.0,0.72,0.26,0.0,,0.28,,1.0,0.0,0.0,0.0,0.05,1.0,0.0
07X157,P.S. 157 Grove Hill,0.86,0.14,,0.05,,,,0.94,,,,0.0,0.12,,0.0,1.0,0.95,0.15,0.0,0.97,0.0,0.0,,0.95,0.9,0.87,0.0,,0.0,0.02,0.98,0.85,,0.0,0.08,,,0.74,0.0,0.97,0.3,0.0,0.1,1.0,0.36,0.15,0.9,1.0,0.15,,0.98,0.92,0.95,0.82,0.95,0.0,0.0,0.15,0.0,0.05,0.0,,0.58,0.15,0.1,0.85,0.85,0.0,0.05,0.0,0.0,,,0.81,,,0.95,0.78,,0.02,0.85,0.25,0.05,0.88,0.45,,0.0,0.12,0.08,0.0,0.11,1.0,0.0
